Price,Route,Source,Airline,Dep_Time,Duration,Destination,Total_Stops,Arrival_Time,Additional_Info,Date_of_Journey
8452,CCU → DEL → BLR,Kolkata,Vistara,20:20,12h 45m,Banglore,1 stop,09:05 07 Jun,No info,6/06/2019
5530,CCU → BLR,Kolkata,Air Asia,19:55,2h 30m,Banglore,non-stop,22:25,No info,12/05/2019
7229,BLR → DEL,Banglore,Jet Airways,07:10,3h,Delhi,non-stop,10:10,No info,27/05/2019
11432,CCU → BOM → GOI → BLR,Kolkata,Air India,09:25,20h 10m,Banglore,2 stops,05:35 22 May,No info,21/05/2019
12898,DEL → BOM → COK,Delhi,Jet Airways,02:15,10h 20m,Cochin,1 stop,12:35,In-flight meal not included,21/05/2019
12373,DEL → BOM → COK,Delhi,Jet Airways,09:00,27h 35m,Cochin,1 stop,12:35 19 May,In-flight meal not included,18/05/2019
4823,BLR → DEL,Banglore,IndiGo,18:25,2h 55m,Delhi,non-stop,21:20,No info,15/06/2019
10262,DEL → BOM → COK,Delhi,Jet Airways,17:30,10h 55m,Cochin,1 stop,04:25 25 Jun,In-flight meal not included,24/06/2019
11185,DEL → HYD → MAA → COK,Delhi,Air India,07:05,26h 20m,Cochin,2 stops,09:25 25 Jun,No info,24/06/2019
5403,BLR → DEL,Banglore,Vistara,09:45,2h 50m,Delhi,non-stop,12:35,No info,9/04/2019
7657,BLR → GOI → DEL,Banglore,GoAir,15:45,4h 30m,New Delhi,1 stop,20:15,No info,15/03/2019
8586,CCU → BOM → BLR,Kolkata,Jet Airways,20:00,14h 5m,Banglore,1 stop,10:05 25 May,In-flight meal not included,24/05/2019
10624,CCU → DEL → BLR,Kolkata,Jet Airways,17:00,25h,Banglore,1 stop,18:00 10 May,No info,9/05/2019
6069,DEL → BOM → COK,Delhi,IndiGo,16:00,5h,Cochin,1 stop,21:00,No info,18/05/2019
14781,CCU → BOM → BLR,Kolkata,Jet Airways,08:25,11h 25m,Banglore,1 stop,19:50,No info,15/05/2019
3841,CCU → BLR,Kolkata,SpiceJet,06:55,2h 35m,Banglore,non-stop,09:30,No check-in baggage included,9/05/2019
14714,DEL → BOM → COK,Delhi,Jet Airways,17:30,25h 30m,Cochin,1 stop,19:00 07 Jun,No info,6/06/2019
3210,BOM → HYD,Mumbai,Jet Airways,19:35,1h 30m,Hyderabad,non-stop,21:05,In-flight meal not included,12/06/2019
8479,CCU → KNU → BLR,Kolkata,SpiceJet,11:35,7h 15m,Banglore,1 stop,18:50,No info,18/05/2019
8610,CCU → DEL → BLR,Kolkata,Vistara,07:10,11h 40m,Banglore,1 stop,18:50,No info,12/06/2019
4174,CCU → BLR,Kolkata,IndiGo,09:35,2h 45m,Banglore,non-stop,12:20,No info,15/04/2019
5613,BLR → DEL,Banglore,Vistara,07:00,2h 40m,Delhi,non-stop,09:40,No info,27/04/2019
3919,BLR → DEL,Banglore,SpiceJet,21:10,2h 55m,Delhi,non-stop,00:05 16 Jun,No check-in baggage included,15/06/2019
13912,BLR → BOM → DEL,Banglore,Air India,06:45,5h 30m,New Delhi,1 stop,12:15,No info,06/03/2019
7408,DEL → BOM → COK,Delhi,Multiple carriers,08:00,13h,Cochin,1 stop,21:00,No info,12/06/2019
6916,DEL → HYD → COK,Delhi,Multiple carriers,07:05,15h 15m,Cochin,1 stop,22:20,No info,6/03/2019
11200,DEL → BOM → COK,Delhi,Multiple carriers,11:25,7h 35m,Cochin,1 stop,19:00,No info,9/06/2019
7276,BLR → DEL,Banglore,Air India,10:00,2h 45m,New Delhi,non-stop,12:45,No info,24/03/2019
15812,DEL → JDH → BOM → COK,Delhi,Jet Airways,11:40,7h 20m,Cochin,2 stops,19:00,In-flight meal not included,6/06/2019
14781,CCU → BOM → BLR,Kolkata,Jet Airways,21:10,12h 10m,Banglore,1 stop,09:20 02 May,No info,1/05/2019
11150,DEL → AMD → BOM → COK,Delhi,Jet Airways,23:05,19h 55m,Cochin,2 stops,19:00 28 Jun,In-flight meal not included,27/06/2019
6582,DEL → MAA → COK,Delhi,IndiGo,07:15,5h 15m,Cochin,1 stop,12:30,No info,27/06/2019
6979,DEL → BOM → COK,Delhi,IndiGo,11:25,9h 35m,Cochin,1 stop,21:00,No info,15/05/2019
20999,BLR → BOM → IDR → DEL,Banglore,Air India,06:45,28h 25m,New Delhi,2 stops,11:10 02 Mar,No info,01/03/2019
11516,CCU → IXR → DEL → BLR,Kolkata,Air India,05:50,17h 25m,Banglore,2 stops,23:15,No info,1/04/2019
3173,BOM → HYD,Mumbai,SpiceJet,05:45,1h 20m,Hyderabad,non-stop,07:05,No info,21/03/2019
15129,DEL → AMD → BOM → COK,Delhi,Jet Airways,19:10,23h 50m,Cochin,2 stops,19:00 22 May,No info,21/05/2019
3100,BOM → HYD,Mumbai,Air India,06:20,1h 20m,Hyderabad,non-stop,07:40,No info,3/04/2019
3100,BOM → HYD,Mumbai,Air India,21:05,1h 20m,Hyderabad,non-stop,22:25,No info,21/06/2019
4049,BOM → HYD,Mumbai,IndiGo,09:10,1h 30m,Hyderabad,non-stop,10:40,No info,12/06/2019
6795,DEL → BOM → COK,Delhi,Multiple carriers,12:50,12h 40m,Cochin,1 stop,01:30 16 Jun,No info,15/06/2019
13899,CCU → DEL → AMD → BLR,Kolkata,Air India,10:00,19h 25m,Banglore,2 stops,05:25 22 May,No info,21/05/2019
13014,DEL → JAI → BOM → COK,Delhi,Jet Airways,19:30,8h 55m,Cochin,2 stops,04:25 02 Jun,No info,1/06/2019
4729,DEL → COK,Delhi,IndiGo,14:30,3h 5m,Cochin,non-stop,17:35,No info,27/03/2019
13029,DEL → JAI → BOM → COK,Delhi,Jet Airways,09:40,26h 55m,Cochin,2 stops,12:35 22 May,In-flight meal not included,21/05/2019
7191,DEL → BOM → COK,Delhi,IndiGo,07:30,13h 30m,Cochin,1 stop,21:00,No info,6/05/2019
12242,DEL → BOM → COK,Delhi,Jet Airways,17:30,10h 55m,Cochin,1 stop,04:25 28 Mar,No info,27/03/2019
7005,DEL → BOM → COK,Delhi,Multiple carriers,10:20,10h 40m,Cochin,1 stop,21:00,No info,6/06/2019
11087,BLR → BOM → DEL,Banglore,Jet Airways,20:35,14h 10m,New Delhi,1 stop,10:45 13 Mar,In-flight meal not included,12/03/2019
9315,DEL → BOM → COK,Delhi,Multiple carriers,07:30,11h 30m,Cochin,1 stop,19:00,No info,9/05/2019
13292,DEL → IDR → BOM → COK,Delhi,Jet Airways,09:35,18h 50m,Cochin,2 stops,04:25 13 Jun,No info,12/06/2019
3873,CCU → BLR,Kolkata,SpiceJet,22:20,2h 20m,Banglore,non-stop,00:40 02 Apr,No info,1/04/2019
4804,CCU → BLR,Kolkata,IndiGo,11:30,2h 35m,Banglore,non-stop,14:05,No info,24/04/2019
14300,DEL → ATQ → BOM → COK,Delhi,Jet Airways,08:10,28h 25m,Cochin,2 stops,12:35 13 Jun,No info,12/06/2019
5192,CCU → DEL → BLR,Kolkata,Air Asia,22:40,12h,Banglore,1 stop,10:40 02 May,No info,1/05/2019
3873,CCU → BLR,Kolkata,SpiceJet,22:20,2h 20m,Banglore,non-stop,00:40 22 May,No info,21/05/2019
4777,BLR → DEL,Banglore,IndiGo,00:40,2h 45m,New Delhi,non-stop,03:25,No info,24/03/2019
5678,BOM → HYD,Mumbai,Jet Airways,03:05,1h 20m,Hyderabad,non-stop,04:25,No info,21/03/2019
7408,DEL → BOM → COK,Delhi,Multiple carriers,03:50,7h 40m,Cochin,1 stop,11:30,No info,9/06/2019
4377,BLR → DEL,Banglore,SpiceJet,05:45,2h 50m,New Delhi,non-stop,08:35,No info,24/03/2019
7294,BLR → PNQ → DEL,Banglore,SpiceJet,10:20,7h 55m,New Delhi,1 stop,18:15,No info,09/03/2019
12080,BOM → DEL → HYD,Mumbai,Vistara,07:30,12h 25m,Hyderabad,1 stop,19:55,No info,12/03/2019
3574,CCU → HYD → BLR,Kolkata,IndiGo,19:20,4h 25m,Banglore,1 stop,23:45,No info,9/04/2019
17057,DEL → BOM → COK,Delhi,Multiple carriers,17:30,8h 5m,Cochin,1 stop,01:35 07 Mar,No info,6/03/2019
3625,BLR → DEL,Banglore,SpiceJet,05:55,2h 40m,Delhi,non-stop,08:35,No info,9/06/2019
12395,BOM → DEL → HYD,Mumbai,Vistara,15:40,7h 15m,Hyderabad,1 stop,22:55,No info,6/03/2019
4391,BOM → HYD,Mumbai,SpiceJet,05:45,1h 20m,Hyderabad,non-stop,07:05,No info,9/03/2019
13502,BLR → BOM → DEL,Banglore,Jet Airways,14:05,5h 5m,New Delhi,1 stop,19:10,In-flight meal not included,18/03/2019
4823,BLR → DEL,Banglore,IndiGo,18:55,2h 55m,Delhi,non-stop,21:50,No info,9/04/2019
17024,DEL → BOM → COK,Delhi,Jet Airways,21:50,21h,Cochin,1 stop,18:50 04 Mar,No info,3/03/2019
12692,CCU → DEL → BLR,Kolkata,Jet Airways,09:35,14h,Banglore,1 stop,23:35,No info,12/06/2019
13376,DEL → NAG → BOM → COK,Delhi,Jet Airways,06:45,21h 40m,Cochin,2 stops,04:25 02 Jun,No info,1/06/2019
9709,DEL → BOM → COK,Delhi,IndiGo,08:25,7h 5m,Cochin,1 stop,15:30,No info,21/03/2019
10943,BOM → DEL → HYD,Mumbai,Air India,21:00,22h 25m,Hyderabad,1 stop,19:25 13 Mar,No info,12/03/2019
14151,CCU → DEL → BLR,Kolkata,Jet Airways,17:00,26h 10m,Banglore,1 stop,19:10 07 Jun,No info,6/06/2019
5678,BOM → HYD,Mumbai,Jet Airways,02:55,1h 25m,Hyderabad,non-stop,04:20,No info,18/06/2019
8529,CCU → BOM → BLR,Kolkata,Jet Airways,18:55,24h 55m,Banglore,1 stop,19:50 13 Jun,In-flight meal not included,12/06/2019
8662,CCU → DEL → BLR,Kolkata,Vistara,17:00,17h 45m,Banglore,1 stop,10:45 07 May,No info,6/05/2019
7198,DEL → BOM → COK,Delhi,Multiple carriers,10:00,15h 30m,Cochin,1 stop,01:30 02 Jun,No info,1/06/2019
3873,BLR → DEL,Banglore,SpiceJet,09:35,2h 55m,New Delhi,non-stop,12:30,No check-in baggage included,24/03/2019
3911,MAA → CCU,Chennai,SpiceJet,08:20,2h 15m,Kolkata,non-stop,10:35,No info,9/05/2019
4777,BLR → DEL,Banglore,IndiGo,21:20,2h 55m,New Delhi,non-stop,00:15 22 Mar,No info,24/03/2019
14781,CCU → BOM → BLR,Kolkata,Jet Airways,16:30,6h 5m,Banglore,1 stop,22:35,No info,1/05/2019
6316,DEL → BOM → COK,Delhi,IndiGo,16:00,9h 30m,Cochin,1 stop,01:30 25 Jun,No info,24/06/2019
8245,DEL → HYD → BOM → COK,Delhi,Air India,17:15,26h,Cochin,2 stops,19:15 22 Mar,No info,21/03/2019
15318,DEL → ATQ → BOM → COK,Delhi,Jet Airways,20:00,8h 25m,Cochin,2 stops,04:25 07 Jun,In-flight meal not included,6/06/2019
8055,DEL → BOM → COK,Delhi,Multiple carriers,07:30,13h 30m,Cochin,1 stop,21:00,No info,27/03/2019
26890,BLR → BOM → DEL,Banglore,Jet Airways,07:00,5h 25m,New Delhi,1 stop,12:25,No info,01/03/2019
10368,DEL → JAI → BOM → COK,Delhi,Jet Airways,05:30,13h 30m,Cochin,2 stops,19:00,In-flight meal not included,12/06/2019
5406,DEL → COK,Delhi,IndiGo,21:05,3h 15m,Cochin,non-stop,00:20 22 Jun,No info,21/06/2019
6216,DEL → COK,Delhi,Vistara,14:40,3h 10m,Cochin,non-stop,17:50,No info,27/04/2019
6121,BLR → DEL,Banglore,Air India,06:10,2h 45m,Delhi,non-stop,08:55,No info,6/05/2019
12273,DEL → IXC → BOM → COK,Delhi,Jet Airways,06:20,37h 25m,Cochin,2 stops,19:45 28 Mar,No info,27/03/2019
14781,CCU → BOM → BLR,Kolkata,Jet Airways,16:30,6h 5m,Banglore,1 stop,22:35,No info,12/05/2019
4668,BLR → DEL,Banglore,Vistara,09:45,2h 50m,Delhi,non-stop,12:35,No info,27/05/2019
4148,CCU → BLR,Kolkata,IndiGo,21:25,2h 40m,Banglore,non-stop,00:05 28 Mar,No info,27/03/2019
10262,DEL → BOM → COK,Delhi,Jet Airways,02:15,10h 20m,Cochin,1 stop,12:35,In-flight meal not included,15/06/2019
3625,BLR → DEL,Banglore,SpiceJet,21:10,2h 55m,Delhi,non-stop,00:05 25 Apr,No info,24/04/2019
16079,DEL → BOM → COK,Delhi,Jet Airways,09:00,10h,Cochin,1 stop,19:00,No info,21/05/2019
2754,BOM → HYD,Mumbai,IndiGo,12:00,1h 25m,Hyderabad,non-stop,13:25,No info,27/03/2019
14300,DEL → ATQ → BOM → COK,Delhi,Jet Airways,12:15,16h 10m,Cochin,2 stops,04:25 16 Jun,No info,15/06/2019
6985,CCU → BLR,Kolkata,IndiGo,22:10,2h 45m,Banglore,non-stop,00:55 25 Mar,No info,24/03/2019
6316,DEL → BOM → COK,Delhi,IndiGo,16:00,9h 30m,Cochin,1 stop,01:30 16 Jun,No info,15/06/2019
8098,DEL → BOM → COK,Delhi,Multiple carriers,10:00,15h 35m,Cochin,1 stop,01:35 22 Mar,No info,21/03/2019
4174,CCU → BLR,Kolkata,IndiGo,15:30,2h 35m,Banglore,non-stop,18:05,No info,18/04/2019
9626,CCU → BBI → BOM → BLR,Kolkata,Air India,12:00,30h 30m,Banglore,2 stops,18:30 10 May,No info,9/05/2019
5823,BLR → DEL,Banglore,Vistara,19:30,2h 45m,Delhi,non-stop,22:15,No info,18/04/2019
3543,MAA → CCU,Chennai,SpiceJet,08:20,2h 15m,Kolkata,non-stop,10:35,No check-in baggage included,21/06/2019
14781,CCU → BOM → BLR,Kolkata,Jet Airways,14:05,5h 45m,Banglore,1 stop,19:50,No info,18/05/2019
7832,BLR → BOM → DEL,Banglore,Jet Airways,05:45,19h,New Delhi,1 stop,00:45 19 Mar,In-flight meal not included,21/03/2019
3597,MAA → CCU,Chennai,IndiGo,13:15,2h 20m,Kolkata,non-stop,15:35,No info,6/05/2019
7740,DEL → BOM → COK,Delhi,Multiple carriers,07:30,13h 30m,Cochin,1 stop,21:00,No info,6/06/2019
12488,DEL → LKO → BOM → COK,Delhi,Air India,12:20,30h 55m,Cochin,2 stops,19:15 28 May,No info,27/05/2019
13542,DEL → BOM → COK,Delhi,Multiple carriers,18:15,7h 20m,Cochin,1 stop,01:35 22 Mar,No info,21/03/2019
13731,CCU → BOM → BLR,Kolkata,Jet Airways,06:30,22h 10m,Banglore,1 stop,04:40 07 Jun,No info,6/06/2019
5678,BOM → HYD,Mumbai,Jet Airways,15:50,1h 30m,Hyderabad,non-stop,17:20,No info,18/03/2019
3859,MAA → CCU,Chennai,SpiceJet,09:45,2h 15m,Kolkata,non-stop,12:00,No check-in baggage included,24/06/2019
11936,CCU → DEL → BLR,Kolkata,Air India,10:00,13h 15m,Banglore,1 stop,23:15,No info,21/05/2019
4307,BOM → HYD,Mumbai,Air India,21:05,1h 20m,Hyderabad,non-stop,22:25,No info,12/03/2019
6810,CCU → DEL → BLR,Kolkata,Air Asia,22:40,12h,Banglore,1 stop,10:40 07 Jun,No info,6/06/2019
13292,DEL → IDR → BOM → COK,Delhi,Jet Airways,05:30,13h 30m,Cochin,2 stops,19:00,No info,12/06/2019
13374,CCU → BOM → BLR,Kolkata,Jet Airways,21:10,7h 30m,Banglore,1 stop,04:40 07 Jun,No info,6/06/2019
6121,BLR → DEL,Banglore,Air India,21:05,2h 50m,Delhi,non-stop,23:55,No info,3/05/2019
12604,DEL → UDR → BOM → COK,Delhi,Jet Airways,18:20,24h 30m,Cochin,2 stops,18:50 22 Mar,No info,21/03/2019
3543,MAA → CCU,Chennai,SpiceJet,09:45,2h 15m,Kolkata,non-stop,12:00,No check-in baggage included,6/05/2019
9413,DEL → HYD → MAA → COK,Delhi,IndiGo,11:55,9h 25m,Cochin,2 stops,21:20,No info,3/03/2019
4823,BLR → DEL,Banglore,IndiGo,07:10,2h 55m,Delhi,non-stop,10:05,No info,27/04/2019
11134,CCU → BOM → BLR,Kolkata,Jet Airways,18:55,23h 15m,Banglore,1 stop,18:10 25 Mar,In-flight meal not included,24/03/2019
4030,BLR → DEL,Banglore,Jet Airways,17:45,3h,Delhi,non-stop,20:45,In-flight meal not included,6/05/2019
9100,DEL → BOM → COK,Delhi,Multiple carriers,06:40,12h 35m,Cochin,1 stop,19:15,No info,27/03/2019
10231,DEL → AMD → BOM → COK,Delhi,Air India,05:00,26h 40m,Cochin,2 stops,07:40 16 Jun,No info,15/06/2019
3943,BLR → DEL,Banglore,IndiGo,22:10,2h 50m,Delhi,non-stop,01:00 19 May,No info,18/05/2019
4878,BLR → DEL,Banglore,Vistara,07:00,2h 40m,Delhi,non-stop,09:40,No info,15/06/2019
6144,BLR → DEL,Banglore,IndiGo,01:30,2h 45m,New Delhi,non-stop,04:15,No info,03/03/2019
10493,DEL → RPR → NAG → BOM → COK,Delhi,Air India,05:15,38h,Cochin,3 stops,19:15 04 Jun,No info,3/06/2019
7144,DEL → HYD → COK,Delhi,IndiGo,06:50,15h 40m,Cochin,1 stop,22:30,No info,18/05/2019
4319,BLR → DEL,Banglore,SpiceJet,09:30,2h 50m,Delhi,non-stop,12:20,No check-in baggage included,12/06/2019
4804,CCU → BLR,Kolkata,IndiGo,14:25,2h 30m,Banglore,non-stop,16:55,No info,18/06/2019
5201,DEL → COK,Delhi,Air India,18:05,3h 5m,Cochin,non-stop,21:10,No info,24/06/2019
6442,DEL → HYD → COK,Delhi,IndiGo,06:50,9h 20m,Cochin,1 stop,16:10,No info,1/06/2019
6976,DEL → AMD → COK,Delhi,GoAir,07:25,6h 10m,Cochin,1 stop,13:35,No info,3/06/2019
4649,CCU → MAA → BLR,Kolkata,SpiceJet,15:05,5h 15m,Banglore,1 stop,20:20,No info,12/05/2019
16736,BLR → BOM → DEL,Banglore,Jet Airways,11:40,20h,New Delhi,1 stop,07:40 07 Mar,No info,06/03/2019
11411,CCU → IXR → DEL → BLR,Kolkata,Air India,05:50,27h 5m,Banglore,2 stops,08:55 13 May,No info,12/05/2019
7832,BLR → BOM → DEL,Banglore,Jet Airways,07:00,9h 10m,New Delhi,1 stop,16:10,In-flight meal not included,21/03/2019
6674,DEL → HYD → COK,Delhi,IndiGo,11:55,10h 35m,Cochin,1 stop,22:30,No info,1/06/2019
7832,BLR → BOM → DEL,Banglore,Jet Airways,05:45,7h 30m,New Delhi,1 stop,13:15,In-flight meal not included,21/03/2019
10394,BLR → AMD → DEL,Banglore,Air India,00:30,23h 25m,New Delhi,1 stop,23:55,No info,03/03/2019
10518,DEL → BOM → COK,Delhi,IndiGo,04:45,16h 15m,Cochin,1 stop,21:00,No info,9/03/2019
3850,MAA → CCU,Chennai,IndiGo,07:55,2h 20m,Kolkata,non-stop,10:15,No info,15/05/2019
8372,DEL → BOM → COK,Delhi,Air India,09:00,22h 40m,Cochin,1 stop,07:40 19 May,No info,18/05/2019
3597,MAA → CCU,Chennai,IndiGo,14:45,2h 20m,Kolkata,non-stop,17:05,No info,27/05/2019
7064,CCU → BOM → BLR,Kolkata,Jet Airways,16:30,7h 5m,Banglore,1 stop,23:35,In-flight meal not included,1/04/2019
11399,DEL → BOM → COK,Delhi,Jet Airways,10:00,9h,Cochin,1 stop,19:00,In-flight meal not included,18/05/2019
10844,CCU → BOM → BLR,Kolkata,Jet Airways,14:05,26h 15m,Banglore,1 stop,16:20 16 May,In-flight meal not included,15/05/2019
13555,BLR → BOM → DEL,Banglore,Jet Airways,05:45,23h 20m,New Delhi,1 stop,05:05 07 Mar,No info,06/03/2019
24528,DEL → IXU → BOM → COK,Delhi,Multiple carriers,17:50,7h 45m,Cochin,2 stops,01:35 04 Mar,No info,3/03/2019
10262,DEL → BOM → COK,Delhi,Jet Airways,16:00,20h 35m,Cochin,1 stop,12:35 25 Jun,In-flight meal not included,24/06/2019
8073,DEL → BOM → COK,Delhi,Multiple carriers,09:00,12h,Cochin,1 stop,21:00,No info,18/05/2019
7723,DEL → BOM → COK,Delhi,Multiple carriers,13:00,12h 30m,Cochin,1 stop,01:30 02 Jun,No info,1/06/2019
11087,BLR → BOM → DEL,Banglore,Jet Airways,20:35,22h 35m,New Delhi,1 stop,19:10 13 Mar,In-flight meal not included,12/03/2019
7229,BLR → DEL,Banglore,Jet Airways,08:20,3h,Delhi,non-stop,11:20,No info,9/04/2019
10408,CCU → DEL → COK → BLR,Kolkata,Air India,10:00,15h 20m,Banglore,2 stops,01:20 02 Apr,No info,1/04/2019
13152,CCU → DEL → BLR,Kolkata,Vistara,07:10,13h 15m,Banglore,1 stop,20:25,No info,24/03/2019
14871,DEL → BOM → COK,Delhi,IndiGo,17:30,8h 5m,Cochin,1 stop,01:35 07 Mar,No info,6/03/2019
14151,CCU → DEL → BLR,Kolkata,Jet Airways,17:00,17h 55m,Banglore,1 stop,10:55 22 May,No info,21/05/2019
10262,DEL → BOM → COK,Delhi,Jet Airways,19:45,23h 15m,Cochin,1 stop,19:00 07 Jun,In-flight meal not included,6/06/2019
13432,CCU → BOM → COK → BLR,Kolkata,Air India,16:50,20h 55m,Banglore,2 stops,13:45 19 May,No info,18/05/2019
5740,BLR → DEL,Banglore,IndiGo,08:30,2h 50m,Delhi,non-stop,11:20,No info,12/05/2019
4777,BLR → DEL,Banglore,IndiGo,04:00,2h 50m,New Delhi,non-stop,06:50,No info,09/03/2019
13882,DEL → LKO → BOM → COK,Delhi,Jet Airways,11:45,16h 40m,Cochin,2 stops,04:25 07 Jun,No info,6/06/2019
4804,CCU → BLR,Kolkata,IndiGo,11:30,2h 35m,Banglore,non-stop,14:05,No info,27/04/2019
4462,CCU → BLR,Kolkata,IndiGo,20:25,2h 40m,Banglore,non-stop,23:05,No info,18/03/2019
4174,CCU → BLR,Kolkata,IndiGo,04:40,2h 35m,Banglore,non-stop,07:15,No info,18/04/2019
13292,DEL → IDR → BOM → COK,Delhi,Jet Airways,05:30,22h 55m,Cochin,2 stops,04:25 16 Jun,No info,15/06/2019
13067,CCU → DEL → BLR,Kolkata,Jet Airways,17:00,21h 25m,Banglore,1 stop,14:25 19 May,No info,18/05/2019
13292,DEL → IDR → BOM → COK,Delhi,Jet Airways,21:25,15h 10m,Cochin,2 stops,12:35 04 Jun,No info,3/06/2019
3919,BLR → DEL,Banglore,SpiceJet,09:30,2h 50m,Delhi,non-stop,12:20,No check-in baggage included,6/06/2019
15107,CCU → VNS → DEL → BLR,Kolkata,Air India,14:30,8h 45m,Banglore,2 stops,23:15,No info,21/05/2019
5199,DEL → HYD → COK,Delhi,GoAir,05:55,7h 40m,Cochin,1 stop,13:35,No info,9/06/2019
8366,CCU → BOM → BLR,Kolkata,Air India,09:25,22h 30m,Banglore,1 stop,07:55 02 May,No info,1/05/2019
13748,DEL → BHO → BOM → COK,Delhi,Air India,05:55,13h 20m,Cochin,2 stops,19:15,No info,6/03/2019
4804,CCU → BLR,Kolkata,IndiGo,17:15,2h 35m,Banglore,non-stop,19:50,No info,9/05/2019
3943,BLR → DEL,Banglore,IndiGo,10:10,2h 50m,Delhi,non-stop,13:00,No info,21/05/2019
9663,CCU → BOM → BLR,Kolkata,Jet Airways,14:05,21h 55m,Banglore,1 stop,12:00 19 May,In-flight meal not included,18/05/2019
4030,BLR → DEL,Banglore,Jet Airways,18:55,3h 5m,Delhi,non-stop,22:00,In-flight meal not included,12/05/2019
7064,CCU → BOM → BLR,Kolkata,Jet Airways,16:30,28h 15m,Banglore,1 stop,20:45 02 Apr,In-flight meal not included,1/04/2019
2227,BOM → HYD,Mumbai,IndiGo,20:05,1h 35m,Hyderabad,non-stop,21:40,No info,1/05/2019
10441,DEL → AMD → BOM → COK,Delhi,Air India,19:45,23h 30m,Cochin,2 stops,19:15 04 Jun,No info,3/06/2019
10991,CCU → IXR → DEL → BLR,Kolkata,Air India,05:50,14h 35m,Banglore,2 stops,20:25,No info,6/06/2019
18275,DEL → IXU → BOM → COK,Delhi,Multiple carriers,17:50,7h 40m,Cochin,2 stops,01:30 04 Jun,No info,3/06/2019
11982,MAA → CCU,Chennai,Vistara,17:45,2h 20m,Kolkata,non-stop,20:05,No info,15/06/2019
13727,DEL → BOM → COK,Delhi,Multiple carriers,14:00,7h,Cochin,1 stop,21:00,No info,9/05/2019
18799,DEL → IDR → BOM → COK,Delhi,Jet Airways,05:25,13h 25m,Cochin,2 stops,18:50,No info,3/03/2019
12898,DEL → BOM → COK,Delhi,Jet Airways,15:00,21h 35m,Cochin,1 stop,12:35 28 May,In-flight meal not included,27/05/2019
5678,BOM → HYD,Mumbai,Jet Airways,19:35,1h 30m,Hyderabad,non-stop,21:05,No info,3/03/2019
11401,BLR → PNQ → DEL,Banglore,SpiceJet,10:20,7h 55m,New Delhi,1 stop,18:15,No info,03/03/2019
10031,CCU → BOM → BLR,Kolkata,Jet Airways,08:25,27h 35m,Banglore,1 stop,12:00 25 Mar,In-flight meal not included,24/03/2019
7858,DEL → HYD → COK,Delhi,Multiple carriers,17:15,7h 40m,Cochin,1 stop,00:55 22 May,No info,21/05/2019
4174,CCU → BLR,Kolkata,IndiGo,15:30,2h 35m,Banglore,non-stop,18:05,No info,15/04/2019
8366,CCU → BOM → BLR,Kolkata,Air India,09:25,22h 30m,Banglore,1 stop,07:55 19 May,No info,18/05/2019
8586,CCU → BOM → BLR,Kolkata,Jet Airways,21:10,7h 30m,Banglore,1 stop,04:40 10 Jun,In-flight meal not included,9/06/2019
11467,CCU → DEL → BLR,Kolkata,Jet Airways,09:35,9h 35m,Banglore,1 stop,19:10,No info,1/04/2019
6300,MAA → CCU,Chennai,SpiceJet,17:45,2h 20m,Kolkata,non-stop,20:05,No info,15/03/2019
10844,CCU → BOM → BLR,Kolkata,Jet Airways,16:30,19h 30m,Banglore,1 stop,12:00 16 May,In-flight meal not included,15/05/2019
4804,CCU → BLR,Kolkata,IndiGo,04:40,2h 35m,Banglore,non-stop,07:15,No info,15/06/2019
16162,DEL → BOM → COK,Delhi,IndiGo,04:45,8h 10m,Cochin,1 stop,12:55,No info,9/03/2019
14388,CCU → BOM → BLR,Kolkata,Jet Airways,20:00,13h 20m,Banglore,1 stop,09:20 13 May,No info,12/05/2019
6144,BLR → DEL,Banglore,IndiGo,00:40,2h 45m,New Delhi,non-stop,03:25,No info,03/03/2019
3873,CCU → BLR,Kolkata,SpiceJet,09:00,2h 25m,Banglore,non-stop,11:25,No info,24/06/2019
4030,BLR → DEL,Banglore,Jet Airways,17:45,3h,Delhi,non-stop,20:45,In-flight meal not included,15/05/2019
9254,DEL → IDR → BOM → COK,Delhi,Jet Airways,05:25,13h 25m,Cochin,2 stops,18:50,In-flight meal not included,27/03/2019
8586,CCU → BOM → BLR,Kolkata,Jet Airways,20:00,14h 5m,Banglore,1 stop,10:05 02 May,In-flight meal not included,1/05/2019
10844,CCU → BOM → BLR,Kolkata,Jet Airways,18:55,21h 25m,Banglore,1 stop,16:20 16 May,In-flight meal not included,15/05/2019
6794,DEL → BOM → COK,Delhi,IndiGo,10:35,10h 25m,Cochin,1 stop,21:00,No info,21/05/2019
10262,DEL → BOM → COK,Delhi,Jet Airways,09:00,27h 35m,Cochin,1 stop,12:35 25 Jun,In-flight meal not included,24/06/2019
9424,DEL → BOM → COK,Delhi,Multiple carriers,13:00,12h 30m,Cochin,1 stop,01:30 10 May,No info,9/05/2019
8662,CCU → DEL → BLR,Kolkata,Vistara,07:10,15h 45m,Banglore,1 stop,22:55,No info,9/06/2019
6015,DEL → COK,Delhi,IndiGo,21:05,3h 15m,Cochin,non-stop,00:20 10 Jun,No info,9/06/2019
6959,CCU → BOM → BLR,Kolkata,Jet Airways,18:55,9h 45m,Banglore,1 stop,04:40 13 Jun,In-flight meal not included,12/06/2019
